readpair	integr_hotspot	chr1	pos1	chr2	pos2	EBV_cluster
A00295:260:HM53HDSXX:1:1564:14271:29371		14	94416082	NC_007605	82905	
A00295:260:HM53HDSXX:1:1564:14271:29371		14	94416083	NC_007605	82853	
A00295:260:HM53HDSXX:3:1419:29089:36871		14	94804507	NC_007605	55642	
A00295:260:HM53HDSXX:3:1419:29089:36871		14	94804507	NC_007605	55642	
A00295:260:HM53HDSXX:1:1313:26530:28087		14	94837474	NC_007605	133505	
A00295:260:HM53HDSXX:1:1313:26530:28087		14	94837475	NC_007605	133505	
A00295:260:HM53HDSXX:1:1315:12165:31704		14	95131463	NC_007605	86031	
A00295:260:HM53HDSXX:1:1315:12165:31704		14	95131463	NC_007605	86031	
A00295:260:HM53HDSXX:1:1275:27453:21637		14	95755975	NC_007605	51289	
A00295:260:HM53HDSXX:1:1275:27453:21637		14	95755976	NC_007605	51521	
A00295:260:HM53HDSXX:1:1275:27651:22795		14	95755976	NC_007605	51521	
A00295:260:HM53HDSXX:4:1322:17680:31203		14	95883556	NC_007605	105657	
A00295:260:HM53HDSXX:2:1207:25825:35039		14	96511690	NC_007605	163237	
A00295:260:HM53HDSXX:1:2635:26702:31861		14	97665627	NC_007605	41559	
A00295:260:HM53HDSXX:3:2418:32253:12477		14	98528118	NC_007605	164924	
A00295:260:HM53HDSXX:2:1234:10068:8594	14_hs1	14	99887280	NC_007605	139211	
A00295:260:HM53HDSXX:2:2418:5448:28056	14_hs1	14	99887280	NC_007605	139281	
A00295:260:HM53HDSXX:1:1637:11189:30170	14_hs1	14	99887281	NC_007605	57869	
A00295:260:HM53HDSXX:1:2129:8703:30561	14_hs1	14	99887283	NC_007605	9338	
A00295:260:HM53HDSXX:3:2451:32452:35744	14_hs1	14	99887283	NC_007605	36218	14_hs1_ebv_cluster1
A00295:260:HM53HDSXX:3:2301:16477:32722	14_hs1	14	99887284	NC_007605	36476	14_hs1_ebv_cluster1
A00295:260:HM53HDSXX:4:1278:31891:3270	14_hs1	14	99887284	NC_007605	36501	14_hs1_ebv_cluster1
A00295:260:HM53HDSXX:3:1668:5412:17284	14_hs1	14	99887284	NC_007605	36551	14_hs1_ebv_cluster1
A00295:260:HM53HDSXX:1:2108:19289:27320	14_hs1	14	99887284	NC_007605	36590	14_hs1_ebv_cluster1
A00295:260:HM53HDSXX:3:2214:31891:28886	14_hs1	14	99887284	NC_007605	36609	14_hs1_ebv_cluster1
A00295:260:HM53HDSXX:1:2533:31620:10786	14_hs1	14	99887284	NC_007605	139198	
A00295:260:HM53HDSXX:1:2440:28275:27539	14_hs1	14	99887285	NC_007605	11977	
A00295:260:HM53HDSXX:3:1417:30969:35775	14_hs1	14	99887285	NC_007605	36609	14_hs1_ebv_cluster1
A00295:260:HM53HDSXX:4:1345:28022:19085	14_hs1	14	99887285	NC_007605	36646	14_hs1_ebv_cluster1
A00295:260:HM53HDSXX:1:1574:12283:34695	14_hs1	14	99887285	NC_007605	50136	
A00295:260:HM53HDSXX:1:2431:17553:27633	14_hs1	14	99887285	NC_007605	57814	
A00295:260:HM53HDSXX:1:1526:22462:24424	14_hs1	14	99887286	NC_007605	9328	
A00295:260:HM53HDSXX:1:1355:3251:24314	14_hs1	14	99887287	NC_007605	36464	14_hs1_ebv_cluster1
A00295:260:HM53HDSXX:2:1231:11342:12806	14_hs1	14	99887287	NC_007605	36553	14_hs1_ebv_cluster1
A00295:260:HM53HDSXX:2:1329:7862:25191	14_hs1	14	99887287	NC_007605	96745	
A00295:260:HM53HDSXX:2:2655:26115:30937	14_hs1	14	99887287	NC_007605	164801	
A00295:260:HM53HDSXX:1:2141:18105:25050	14_hs1	14	99887288	NC_007605	11974	
A00295:260:HM53HDSXX:2:2218:7880:6464	14_hs1	14	99887288	NC_007605	11975	
A00295:260:HM53HDSXX:3:2264:1362:13307	14_hs1	14	99887288	NC_007605	36298	14_hs1_ebv_cluster1
A00295:260:HM53HDSXX:2:2175:23936:11350	14_hs1	14	99887288	NC_007605	124255	
A00295:260:HM53HDSXX:3:1226:26539:10066		14	99895139	NC_007605	100507	
A00295:260:HM53HDSXX:1:1620:18765:24721		14	99988495	NC_007605	153112	
A00295:260:HM53HDSXX:1:1620:18765:24721		14	99988496	NC_007605	153101	
A00295:260:HM53HDSXX:3:1208:8838:6402		14	100394260	NC_007605	5982	
A00295:260:HM53HDSXX:4:2167:23809:6464		14	100704134	NC_007605	75341	
A00295:260:HM53HDSXX:2:2178:8061:18270		14	100838812	NC_007605	4381	
A00295:260:HM53HDSXX:2:2415:12111:8594		14	100930433	NC_007605	4373	
A00295:260:HM53HDSXX:3:2222:3830:8249		14	101324275	NC_007605	132114	
A00295:260:HM53HDSXX:3:2222:3830:8249		14	101324276	NC_007605	132090	
A00295:260:HM53HDSXX:3:1647:19687:6496		14	101364087	NC_007605	36678	
A00295:260:HM53HDSXX:1:1572:14290:28025		14	101879264	NC_007605	139593	
A00295:260:HM53HDSXX:2:1261:13241:18317		14	101879832	NC_007605	79829	
A00295:260:HM53HDSXX:3:1467:16947:29058		14	102560084	NC_007605	99560	
A00295:260:HM53HDSXX:2:1350:11812:15875		14	102750635	NC_007605	137118	
A00295:260:HM53HDSXX:3:2140:31069:10864		14	102871379	NC_007605	77262	
A00295:260:HM53HDSXX:3:2140:31069:10864		14	102871379	NC_007605	77262	
A00295:260:HM53HDSXX:3:1421:26214:5744		14	103204188	NC_007605	71724	
A00295:260:HM53HDSXX:4:1350:29035:15984		14	103612333	NC_007605	77124	
A00295:260:HM53HDSXX:4:1103:29279:33411		14	103725607	NC_007605	90167	
A00295:260:HM53HDSXX:2:2460:1416:30154		14	104087046	NC_007605	6076	
A00295:260:HM53HDSXX:2:2449:9462:35634		14	104337382	NC_007605	6631	
A00295:260:HM53HDSXX:2:1127:5620:15890		14	104536383	NC_007605	160482	
A00295:260:HM53HDSXX:4:2573:12038:36652		14	104565765	NC_007605	146337	
A00295:260:HM53HDSXX:4:2573:12038:36652		14	104565765	NC_007605	146337	
A00295:260:HM53HDSXX:4:2442:31593:5478		14	104704267	NC_007605	150341	
A00295:260:HM53HDSXX:2:2358:4544:27743		14	104766493	NC_007605	234	
A00295:260:HM53HDSXX:3:1652:6696:29465		14	105365252	NC_007605	64138	
A00295:260:HM53HDSXX:3:1652:6696:29465		14	105365267	NC_007605	64138	
A00295:260:HM53HDSXX:4:1325:7636:27211		14	105696218	NC_007605	156194	
A00295:260:HM53HDSXX:4:2264:5710:34334		14	106056988	NC_007605	44353	
A00295:260:HM53HDSXX:2:2353:30689:5666		14	106094369	NC_007605	95515	
A00295:260:HM53HDSXX:1:1526:9290:24909		14	107286846	NC_007605	135208	
A00295:260:HM53HDSXX:1:1526:9308:24909		14	107286846	NC_007605	135208	
A00295:260:HM53HDSXX:1:1626:1127:27962		15	20314338	NC_007605	60705	
A00295:260:HM53HDSXX:3:2159:26675:33004		15	20472033	NC_007605	106995	
A00295:260:HM53HDSXX:1:2370:16812:27946		15	20502068	NC_007605	41725	
A00295:260:HM53HDSXX:2:2258:8712:5055		15	20804405	NC_007605	162170	
A00295:260:HM53HDSXX:1:1502:2193:2566		15	21141109	NC_007605	78923	
A00295:260:HM53HDSXX:2:1604:1750:18897		15	21190429	NC_007605	145331	
A00295:260:HM53HDSXX:3:2433:18927:10191		15	21315939	NC_007605	107164	
A00295:260:HM53HDSXX:2:2143:31729:3302		15	22030487	NC_007605	2887	
A00295:260:HM53HDSXX:2:1604:1750:18897		15	22201649	NC_007605	145331	
A00295:260:HM53HDSXX:2:1125:9498:2159		15	22262137	NC_007605	101376	
A00295:260:HM53HDSXX:4:1313:24587:30420		15	22271721	NC_007605	133191	
A00295:260:HM53HDSXX:2:1260:28646:23328		15	22462183	NC_007605	1884	
A00295:260:HM53HDSXX:3:2626:19108:19961		15	22484787	NC_007605	158459	
A00295:260:HM53HDSXX:2:1433:6280:33912		15	22886868	NC_007605	62006	
A00295:260:HM53HDSXX:1:1467:9489:22529		15	23413006	NC_007605	59979	
A00295:260:HM53HDSXX:4:2678:12527:33990		15	23916565	NC_007605	83279	
A00295:260:HM53HDSXX:3:1217:13340:4554		15	24305388	NC_007605	125684	
A00295:260:HM53HDSXX:4:2670:25364:33677		15	24982712	NC_007605	97282	
A00295:260:HM53HDSXX:4:2670:25364:33677		15	24982713	NC_007605	97158	
A00295:260:HM53HDSXX:3:2375:32353:6386		15	25515577	NC_007605	51412	
A00295:260:HM53HDSXX:3:2643:18756:9111		15	25996701	NC_007605	97988	
A00295:260:HM53HDSXX:2:2302:13286:13667		15	26400992	NC_007605	146393	
A00295:260:HM53HDSXX:3:2127:30770:1016		15	26493786	NC_007605	334	
A00295:260:HM53HDSXX:2:1357:23683:7968		15	26760551	NC_007605	163143	
A00295:260:HM53HDSXX:2:1242:8323:15593		15	27585103	NC_007605	146139	
A00295:260:HM53HDSXX:3:2371:5385:33614		15	27846996	NC_007605	111543	
A00295:260:HM53HDSXX:4:2102:1750:20964		15	28146040	NC_007605	166487	
A00295:260:HM53HDSXX:4:2102:1750:20964		15	28146041	NC_007605	166590	
A00295:260:HM53HDSXX:4:2513:32389:9204		15	28518160	NC_007605	116181	
A00295:260:HM53HDSXX:1:2524:3875:20572		15	28558581	NC_007605	84863	
A00295:260:HM53HDSXX:4:1509:8097:2300		15	29425177	NC_007605	75279	
A00295:260:HM53HDSXX:1:2666:4915:4554		15	30626699	NC_007605	107967	
A00295:260:HM53HDSXX:4:1352:18602:29669		15	30755630	NC_007605	82380	
A00295:260:HM53HDSXX:3:2544:24053:23171		15	31675679	NC_007605	167570	
A00295:260:HM53HDSXX:4:1201:20256:27618		15	32111266	NC_007605	117806	
A00295:260:HM53HDSXX:4:2108:6958:31078		15	32823942	NC_007605	79704	
A00295:260:HM53HDSXX:4:1113:30834:2127		15	32918671	NC_007605	134747	
A00295:260:HM53HDSXX:3:1438:26937:22623		15	33788217	NC_007605	64555	
A00295:260:HM53HDSXX:2:2672:17553:13354		15	33790317	NC_007605	105036	
A00295:260:HM53HDSXX:3:2419:15094:23907		15	34625812	NC_007605	149928	
A00295:260:HM53HDSXX:3:2659:18412:20760		15	34863542	NC_007605	123391	
A00295:260:HM53HDSXX:1:1529:30933:14262		15	35109009	NC_007605	149176	
A00295:260:HM53HDSXX:4:1325:31430:4946		15	35153153	NC_007605	4762	
A00295:260:HM53HDSXX:3:2567:11695:28541		15	35311570	NC_007605	36285	
A00295:260:HM53HDSXX:2:1440:23267:14074		15	35519559	NC_007605	101660	
A00295:260:HM53HDSXX:1:1207:29451:29857		15	35651885	NC_007605	37332	
A00295:260:HM53HDSXX:1:1207:29451:29857		15	35651886	NC_007605	37298	
A00295:260:HM53HDSXX:1:1345:9950:25050		15	36210033	NC_007605	146645	
A00295:260:HM53HDSXX:4:2422:9625:33098		15	36483637	NC_007605	8174	
A00295:260:HM53HDSXX:3:2257:4752:36495		15	36656025	NC_007605	88892	
A00295:260:HM53HDSXX:3:1242:23827:24032		15	36773419	NC_007605	69123	
A00295:260:HM53HDSXX:2:1210:9742:3427		15	37248468	NC_007605	133012	
A00295:260:HM53HDSXX:2:1210:9742:3427		15	37248468	NC_007605	133012	
A00295:260:HM53HDSXX:2:1647:8965:10410		15	37317728	NC_007605	42773	
A00295:260:HM53HDSXX:2:1647:8965:10410		15	37317728	NC_007605	42773	
A00295:260:HM53HDSXX:4:1249:11831:20008		15	37415222	NC_007605	94266	
A00295:260:HM53HDSXX:3:1464:14262:16673		15	38697928	NC_007605	43989	
A00295:260:HM53HDSXX:3:1464:14262:16673		15	38697978	NC_007605	43989	
A00295:260:HM53HDSXX:1:1437:18828:27899		15	38764175	NC_007605	77136	
A00295:260:HM53HDSXX:3:1462:32036:2550		15	38805570	NC_007605	7369	
A00295:260:HM53HDSXX:4:1308:29631:21652		15	38873421	NC_007605	122223	
A00295:260:HM53HDSXX:4:1308:29631:21652		15	38873422	NC_007605	122001	
A00295:260:HM53HDSXX:1:2671:21160:29121		15	40242755	NC_007605	80684	
A00295:260:HM53HDSXX:3:1324:13928:20071		15	40286885	NC_007605	60030	
A00295:260:HM53HDSXX:3:2452:15799:11036		15	40955563	NC_007605	104012	
A00295:260:HM53HDSXX:1:2445:10267:17926		15	41718881	NC_007605	9319	
A00295:260:HM53HDSXX:1:1367:20193:24283		15	41718883	NC_007605	85209	
A00295:260:HM53HDSXX:3:2213:26865:25755		15	41718887	NC_007605	160977	
A00295:260:HM53HDSXX:1:1529:26521:28541		15	41718888	NC_007605	95589	
A00295:260:HM53HDSXX:3:2106:26982:21637		15	41722469	NC_007605	158945	
A00295:260:HM53HDSXX:2:1265:28149:14325		15	43000252	NC_007605	73796	
A00295:260:HM53HDSXX:4:1242:4336:10316		15	43986626	NC_007605	105784	
A00295:260:HM53HDSXX:3:2349:24171:17487		15	45527684	NC_007605	74996	
A00295:260:HM53HDSXX:1:2535:7961:26584		15	45892547	NC_007605	79840	
A00295:260:HM53HDSXX:4:2424:21025:32518		15	45994885	NC_007605	89962	
A00295:260:HM53HDSXX:4:2424:21025:32518		15	45994886	NC_007605	90166	
A00295:260:HM53HDSXX:3:1459:31756:7889		15	46216757	NC_007605	108272	
A00295:260:HM53HDSXX:3:1651:24578:14873		15	46879086	NC_007605	149645	
A00295:260:HM53HDSXX:3:2142:13006:7263		15	47013017	NC_007605	116145	
A00295:260:HM53HDSXX:4:2253:19479:20228		15	47203476	NC_007605	147454	
A00295:260:HM53HDSXX:4:2253:19479:20228		15	47203476	NC_007605	147454	
A00295:260:HM53HDSXX:4:2253:19388:20290		15	47203476	NC_007605	147454	
A00295:260:HM53HDSXX:4:2253:19388:20290		15	47203476	NC_007605	147454	
A00295:260:HM53HDSXX:3:1204:11767:22279		15	47549019	NC_007605	69748	
A00295:260:HM53HDSXX:2:1278:22245:36448		15	47585052	NC_007605	2003	
A00295:260:HM53HDSXX:2:1610:12445:5290		15	48057668	NC_007605	60290	
A00295:260:HM53HDSXX:2:1610:12445:5290		15	48057669	NC_007605	60569	
A00295:260:HM53HDSXX:3:2450:25066:29027		15	48586774	NC_007605	131360	
A00295:260:HM53HDSXX:3:1502:12572:29246		15	48904399	NC_007605	146887	
A00295:260:HM53HDSXX:3:1257:30517:15608		15	48929159	NC_007605	79597	
A00295:260:HM53HDSXX:3:1257:30463:15859		15	48929159	NC_007605	79597	
A00295:260:HM53HDSXX:3:1630:12834:2237		15	48959083	NC_007605	168229	
A00295:260:HM53HDSXX:4:2653:31873:30420		15	48988599	NC_007605	127479	
A00295:260:HM53HDSXX:1:2444:21097:28573		15	48989047	NC_007605	99531	
A00295:260:HM53HDSXX:1:1145:27769:31485		15	49173390	NC_007605	8152	
A00295:260:HM53HDSXX:2:1417:31141:36918		15	49346588	NC_007605	8899	
A00295:260:HM53HDSXX:2:1639:14651:2785		15	49403399	NC_007605	133743	
A00295:260:HM53HDSXX:3:2171:23773:3333		15	49569993	NC_007605	89444	
A00295:260:HM53HDSXX:2:2359:13774:25066		15	50066728	NC_007605	159526	
A00295:260:HM53HDSXX:2:1502:13783:19225		15	50314616	NC_007605	62486	
A00295:260:HM53HDSXX:1:2661:19895:29403		15	50321349	NC_007605	57544	
A00295:260:HM53HDSXX:1:1327:23005:30655		15	50518616	NC_007605	1138	
A00295:260:HM53HDSXX:2:2131:22336:22263		15	50552115	NC_007605	50300	
A00295:260:HM53HDSXX:3:1615:2139:5353		15	50879221	NC_007605	36495	
A00295:260:HM53HDSXX:4:2374:17933:24815		15	51231648	NC_007605	94235	
A00295:260:HM53HDSXX:4:2374:18222:24565		15	51231649	NC_007605	94411	
A00295:260:HM53HDSXX:4:2374:17933:24815		15	51231649	NC_007605	94411	
A00295:260:HM53HDSXX:1:1525:30942:8328		15	51746204	NC_007605	108193	
A00295:260:HM53HDSXX:1:1525:30942:8328		15	51746205	NC_007605	108044	
A00295:260:HM53HDSXX:2:1409:3821:19319		15	52419335	NC_007605	149461	
A00295:260:HM53HDSXX:3:2415:4607:11068		15	52643411	NC_007605	63547	
A00295:260:HM53HDSXX:1:2265:15130:24596		15	52811663	NC_007605	51204	
A00295:260:HM53HDSXX:1:2113:1796:18693		15	52821640	NC_007605	80271	
A00295:260:HM53HDSXX:1:2548:8531:10817		15	53021350	NC_007605	1060	
A00295:260:HM53HDSXX:3:2538:3775:4366		15	53059264	NC_007605	36140	
A00295:260:HM53HDSXX:3:2538:3775:4366		15	53059265	NC_007605	36125	
A00295:260:HM53HDSXX:2:2162:3369:7921		15	54241202	NC_007605	93431	
A00295:260:HM53HDSXX:3:1230:23683:27101		15	54577843	NC_007605	92141	
A00295:260:HM53HDSXX:3:2513:12436:30358		15	54816160	NC_007605	57316	
A00295:260:HM53HDSXX:3:2513:12445:30279		15	54816161	NC_007605	57316	
A00295:260:HM53HDSXX:3:2513:12427:30311		15	54816161	NC_007605	57316	
A00295:260:HM53HDSXX:3:2513:12436:30358		15	54816161	NC_007605	57316	
A00295:260:HM53HDSXX:3:2513:12943:30420		15	54816161	NC_007605	57316	
A00295:260:HM53HDSXX:2:2246:23167:36292		15	55143687	NC_007605	72806	
A00295:260:HM53HDSXX:2:1363:4788:33395		15	55218240	NC_007605	11804	
A00295:260:HM53HDSXX:1:2549:4354:15828		15	55495259	NC_007605	72643	
A00295:260:HM53HDSXX:3:1175:10719:34303		15	56026634	NC_007605	67326	
A00295:260:HM53HDSXX:2:1213:21793:14027		15	56034372	NC_007605	76668	
A00295:260:HM53HDSXX:4:2635:18918:33755		15	56292066	NC_007605	36491	
A00295:260:HM53HDSXX:1:2214:24722:4695		15	56492836	NC_007605	143165	
A00295:260:HM53HDSXX:3:2115:30364:7701		15	56493246	NC_007605	151546	
A00295:260:HM53HDSXX:3:2115:30364:7701		15	56493247	NC_007605	151700	
A00295:260:HM53HDSXX:4:1371:13431:24659		15	57033300	NC_007605	133766	
A00295:260:HM53HDSXX:4:1371:13431:24659		15	57033301	NC_007605	133702	
A00295:260:HM53HDSXX:4:1269:8323:35102		15	57671291	NC_007605	79247	
A00295:260:HM53HDSXX:4:1417:23122:3114		15	57695037	NC_007605	64679	
A00295:260:HM53HDSXX:3:2656:16875:23296		15	58108343	NC_007605	70900	
A00295:260:HM53HDSXX:2:1320:18457:20431		15	58863354	NC_007605	166907	
A00295:260:HM53HDSXX:3:1505:2501:10081		15	58988189	NC_007605	167802	
A00295:260:HM53HDSXX:2:1134:16324:3677		15	59499072	NC_007605	38172	
A00295:260:HM53HDSXX:3:2553:8802:9690		15	59666648	NC_007605	55216	
A00295:260:HM53HDSXX:3:2209:19361:25598		15	59883951	NC_007605	51176	
A00295:260:HM53HDSXX:2:2519:9200:23437		15	59913354	NC_007605	133410	
A00295:260:HM53HDSXX:3:1333:9616:8813		15	59964596	NC_007605	93858	
A00295:260:HM53HDSXX:3:1333:9616:8813		15	59964597	NC_007605	93992	
A00295:260:HM53HDSXX:1:1263:9616:17519		15	60319652	NC_007605	68603	
A00295:260:HM53HDSXX:2:1578:2456:3928		15	60649491	NC_007605	118304	
A00295:260:HM53HDSXX:3:1278:13069:10441		15	60655283	NC_007605	3814	
A00295:260:HM53HDSXX:3:1610:14362:16564		15	60671383	NC_007605	43910	
A00295:260:HM53HDSXX:2:1354:19994:23218		15	60689324	NC_007605	98919	
A00295:260:HM53HDSXX:3:1526:32913:21073		15	60717387	NC_007605	116107	
A00295:260:HM53HDSXX:1:2529:21558:2942		15	60778411	NC_007605	60568	
A00295:260:HM53HDSXX:1:2532:23692:13714		15	60925701	NC_007605	138190	
A00295:260:HM53HDSXX:3:1170:18213:11710		15	61307025	NC_007605	72717	
A00295:260:HM53HDSXX:3:2429:30535:23281		15	61538063	NC_007605	73316	
A00295:260:HM53HDSXX:2:1350:24189:28009		15	62006268	NC_007605	165748	
A00295:260:HM53HDSXX:2:1305:23800:25801		15	62133409	NC_007605	147219	
A00295:260:HM53HDSXX:3:1601:4173:17926		15	62157678	NC_007605	89274	
A00295:260:HM53HDSXX:3:2668:19515:4883		15	62645925	NC_007605	48301	
A00295:260:HM53HDSXX:3:2222:25409:5822		15	63444498	NC_007605	37356	
A00295:260:HM53HDSXX:1:1558:4860:31172		15	63447216	NC_007605	117771	
A00295:260:HM53HDSXX:1:1558:4860:31172		15	63447217	NC_007605	117748	
A00295:260:HM53HDSXX:4:2405:13449:5744		15	63572646	NC_007605	162417	
A00295:260:HM53HDSXX:4:2115:29152:25488		15	63754268	NC_007605	116456	
A00295:260:HM53HDSXX:1:2555:2537:21042		15	63793944	NC_007605	6296	
A00295:260:HM53HDSXX:2:2220:26467:11193		15	63914850	NC_007605	64073	
A00295:260:HM53HDSXX:3:1231:31665:13620		15	63934995	NC_007605	50702	
A00295:260:HM53HDSXX:3:1231:31665:13620		15	63934996	NC_007605	50909	
A00295:260:HM53HDSXX:4:2104:15465:22795		15	63970164	NC_007605	59906	
A00295:260:HM53HDSXX:3:2415:26720:2143		15	64058769	NC_007605	47930	
A00295:260:HM53HDSXX:4:1338:21269:25739		15	64213593	NC_007605	49897	
A00295:260:HM53HDSXX:4:1626:8431:4664		15	64243140	NC_007605	4566	
A00295:260:HM53HDSXX:2:2652:12924:1297		15	64502904	NC_007605	67580	
A00295:260:HM53HDSXX:1:2616:3730:2159		15	64591708	NC_007605	83111	
A00295:260:HM53HDSXX:2:1636:27236:7670		15	64707815	NC_007605	105501	
A00295:260:HM53HDSXX:4:1548:3179:10723		15	64768933	NC_007605	166383	
A00295:260:HM53HDSXX:1:2602:29532:32315		15	64838804	NC_007605	164070	
A00295:260:HM53HDSXX:4:2161:3568:7200		15	65197888	NC_007605	80735	
A00295:260:HM53HDSXX:2:1554:28375:5729		15	65252923	NC_007605	6106	
A00295:260:HM53HDSXX:3:1348:3803:32315		15	65659686	NC_007605	104757	
A00295:260:HM53HDSXX:4:1608:26675:5854		15	66716913	NC_007605	89497	
A00295:260:HM53HDSXX:2:2360:18638:22842		15	66804235	NC_007605	9085	
A00295:260:HM53HDSXX:4:2623:4309:9142		15	66909261	NC_007605	161866	
A00295:260:HM53HDSXX:2:1458:27245:12947		15	67017286	NC_007605	98328	
A00295:260:HM53HDSXX:2:1458:27245:12947		15	67017287	NC_007605	98456	
A00295:260:HM53HDSXX:3:1650:10691:15530		15	67267903	NC_007605	139753	
A00295:260:HM53HDSXX:3:1619:22318:31156		15	67659197	NC_007605	168249	
A00295:260:HM53HDSXX:3:2663:32931:19132		15	67765517	NC_007605	138374	
A00295:260:HM53HDSXX:3:2454:15365:9345		15	68077448	NC_007605	66076	
A00295:260:HM53HDSXX:1:2665:7247:9502		15	68193788	NC_007605	60164	
A00295:260:HM53HDSXX:1:2665:7247:9502		15	68193789	NC_007605	60156	
A00295:260:HM53HDSXX:1:1440:21793:15436		15	68229636	NC_007605	9270	
A00295:260:HM53HDSXX:4:1568:3079:2973		15	68801663	NC_007605	64832	
A00295:260:HM53HDSXX:4:2531:25003:6433		15	69209841	NC_007605	64771	
A00295:260:HM53HDSXX:4:1430:28103:31281		15	69307338	NC_007605	130075	
A00295:260:HM53HDSXX:4:1430:28103:31281		15	69307374	NC_007605	130039	
A00295:260:HM53HDSXX:3:2403:19199:10942		15	69458371	NC_007605	140025	
A00295:260:HM53HDSXX:4:2570:11433:23390		15	69473445	NC_007605	148777	
A00295:260:HM53HDSXX:3:1123:17318:27352		15	69498753	NC_007605	145309	
A00295:260:HM53HDSXX:4:2513:10185:17910		15	69793241	NC_007605	167378	
A00295:260:HM53HDSXX:4:2310:32642:7701		15	70571459	NC_007605	93052	
A00295:260:HM53HDSXX:4:1252:18349:23688		15	70651333	NC_007605	134801	
A00295:260:HM53HDSXX:3:2521:4625:9846		15	70800647	NC_007605	37187	
A00295:260:HM53HDSXX:1:1114:22643:34788		15	70873717	NC_007605	60757	
A00295:260:HM53HDSXX:1:1114:22643:34788		15	70873718	NC_007605	60991	
A00295:260:HM53HDSXX:1:1115:21739:15217		15	70873718	NC_007605	60991	
A00295:260:HM53HDSXX:2:1540:30147:20791		15	71001734	NC_007605	168310	
A00295:260:HM53HDSXX:1:2517:19063:10113		15	71244194	NC_007605	162973	
A00295:260:HM53HDSXX:1:1627:17842:5963		15	71388874	NC_007605	160286	
A00295:260:HM53HDSXX:1:2138:30364:23641		15	71854257	NC_007605	3396	
A00295:260:HM53HDSXX:2:2665:6949:21668		15	71856552	NC_007605	61639	
A00295:260:HM53HDSXX:2:2665:6949:21668		15	71856629	NC_007605	61639	
A00295:260:HM53HDSXX:4:2326:11225:15828		15	72400738	NC_007605	113447	
A00295:260:HM53HDSXX:3:1538:23213:31704		15	72546216	NC_007605	80118	
A00295:260:HM53HDSXX:2:2315:1208:21809		15	72586176	NC_007605	75679	
A00295:260:HM53HDSXX:3:2542:11876:17926		15	72785586	NC_007605	144423	
A00295:260:HM53HDSXX:2:1520:5674:13260		15	73864269	NC_007605	139511	
A00295:260:HM53HDSXX:1:2544:9245:11522		15	74090166	NC_007605	74665	
A00295:260:HM53HDSXX:2:2533:13575:37059		15	74589289	NC_007605	159914	
A00295:260:HM53HDSXX:1:2655:8585:7091		15	74626734	NC_007605	115793	
A00295:260:HM53HDSXX:2:2509:16514:3787		15	74726669	NC_007605	66504	
A00295:260:HM53HDSXX:3:2615:12120:7513		15	74917875	NC_007605	80607	
A00295:260:HM53HDSXX:3:2615:12165:8030		15	74917875	NC_007605	80607	
A00295:260:HM53HDSXX:4:1626:21612:18881		15	75358238	NC_007605	129940	
A00295:260:HM53HDSXX:4:1626:21612:18881		15	75358249	NC_007605	129930	
A00295:260:HM53HDSXX:4:1408:24985:10473		15	75567448	NC_007605	37038	
A00295:260:HM53HDSXX:1:1639:16694:15655		15	75858487	NC_007605	129165	
A00295:260:HM53HDSXX:3:1236:6777:23531		15	75985577	NC_007605	93247	
A00295:260:HM53HDSXX:1:1366:31602:12633		15	75990301	NC_007605	157868	
A00295:260:HM53HDSXX:3:2578:27055:34945		15	76210534	NC_007605	67200	
A00295:260:HM53HDSXX:2:1572:4038:31313		15	76420537	NC_007605	149393	
A00295:260:HM53HDSXX:4:1627:3287:31704		15	76674299	NC_007605	125862	
A00295:260:HM53HDSXX:1:1464:15185:20650		15	76723037	NC_007605	134738	
A00295:260:HM53HDSXX:4:2350:5529:13103		15	76794557	NC_007605	62956	
A00295:260:HM53HDSXX:3:2458:3495:31156		15	76857937	NC_007605	4023	
A00295:260:HM53HDSXX:1:2377:19831:31422		15	76863111	NC_007605	155500	
A00295:260:HM53HDSXX:2:2605:14199:28369		15	76918398	NC_007605	3981	
A00295:260:HM53HDSXX:4:1178:6949:24549		15	77054468	NC_007605	123171	
A00295:260:HM53HDSXX:3:1323:21414:36542		15	77077794	NC_007605	1730	
A00295:260:HM53HDSXX:2:2654:27353:30608		15	77449912	NC_007605	63794	
A00295:260:HM53HDSXX:2:2654:27615:30655		15	77449912	NC_007605	63794	
A00295:260:HM53HDSXX:1:1271:32551:17065		15	77496457	NC_007605	113387	
A00295:260:HM53HDSXX:1:1271:32551:17065		15	77496458	NC_007605	113609	
A00295:260:HM53HDSXX:2:2209:8223:33082		15	77739506	NC_007605	114518	
A00295:260:HM53HDSXX:1:2615:2573:1313		15	77910868	NC_007605	36176	
A00295:260:HM53HDSXX:4:2557:12337:17534		15	78187283	NC_007605	90610	
A00295:260:HM53HDSXX:4:2444:32371:23328		15	78313411	NC_007605	158058	
A00295:260:HM53HDSXX:1:1436:30011:7498		15	78498718	NC_007605	110069	
A00295:260:HM53HDSXX:3:1305:30490:17033		15	78594275	NC_007605	118610	
A00295:260:HM53HDSXX:4:2114:10655:6543		15	78999839	NC_007605	163659	
A00295:260:HM53HDSXX:3:2651:9688:2143		15	79199470	NC_007605	146734	
A00295:260:HM53HDSXX:2:1457:26024:7169		15	79447393	NC_007605	143222	
